Geneid,L3,L3,L3,APF0h,APF0h,APF0h
CG17896,762,332,1187,411,703,491
CG17778,0,0,0,0,0,0
svr,41,2,0,111,120,93
asRNA:CR44891,0,0,0,0,0,0
asRNA:CR44892,0,0,0,0,0,0
elav,0,0,1,0,14,5
arg,0,194,0,0,1,15
lncRNA:enrr,0,0,0,0,0,0
CG4293,0,1,0,755,646,399
Appl,0,0,0,0,0,0
mir-4960,0,0,0,0,0,0
vnd,0,0,0,0,0,0
CG13366,111,170,1,158,256,216
lncRNA:CR45474,0,28,0,0,1,1
CR46417,0,0,0,0,0,0
CG13365,100,146,0,53,135,64
Vsp37A,1310,262,1450,1136,923,620
CG13369,675,0,1586,134,240,29
CG13364,4832,5836,5234,2329,3049,2064
lncRNA:CR45475,0,0,0,0,0,0
CG17829,567,0,0,241,386,203
RpL36,2525,6508,6605,976,2169,1113
Mybbp1A,379,0,0,0,85,53
Dredd,1125,2649,2,759,617,498
mir-9372,0,0,0,0,0,0
su(sable),8,0,0,58,172,50
CR44839,0,0,0,0,1,0
CG13367,652,542,0,400,162,180
Roc1a,4231,2686,3780,3618,3327,1988
Hmt4-20,0,1,0,41,107,105
SkpA,7361,10158,6396,7073,6014,3427
CR46419,0,0,0,0,0,0
sdk,49,103,335,106,19,162
CG13362,0,0,0,0,0,0
CG5254,575,416,1333,61,36,14
CG13361,0,0,0,0,0,0
CG5273,399,0,0,214,240,91
lncRNA:CR44965,0,1,5,0,0,0
RpL22,912,525,484,394,183,167
lncRNA:CR42491,42390,48619,83472,25979,17598,12142
snoRNA:Psi18S-531,1396,2122,1159,1692,1149,942
snoRNA:Psi28S-2179,0,0,0,0,0,0
lncRNA:CR44966,0,0,0,0,0,0
fz3,0,0,1,0,40,0
tw,27,4,1,1627,1983,841
CG13360,0,3,1250,0,1,0
lncRNA:CR44469,0,0,0,0,0,0
CG16989,0,1,0,109,553,61
Rbf,44,0,1,8,163,19
CG13359,0,0,0,0,0,0
CG13358,0,0,0,0,0,0
Sec22,544,267,2,1821,1726,1227
CG43867,0,64,1,0,65,22
CG14635,0,0,0,0,0,0
CG3713,0,0,0,0,0,0
CG14634,0,0,0,0,0,0
CG11664,0,0,0,0,0,0
CG11663,0,0,0,0,0,0
Lztr1,0,0,0,67,9,33
MED22,1483,1255,2820,484,548,321
CG3708,0,0,0,0,5,0
CG3706,0,0,0,0,0,0
CG32815,0,0,0,1,46,1
TRAM,1735,1873,1283,3669,3484,1936
CG3704,16,1791,1598,176,22,18
mus81,0,0,0,116,3,22
CG3703,0,0,0,0,0,0
CG3699,0,0,0,0,0,0
CG3690,0,0,0,0,0,0
lncRNA:CR45476,0,0,0,0,0,0
CG18823,0,0,0,0,0,0
TfIIA-S-2,0,0,0,0,0,0
CG14631,0,0,0,0,0,0
su(w[a]),0,0,0,333,459,181
CG11638,0,0,0,0,0,1
CG32814,0,0,0,0,18,0
CG3021,77,646,1,232,114,70
CDC45L,23,452,0,186,139,228
CG33082,0,0,0,36,23,16
CG14630,0,0,0,0,0,0
CG42259,22,0,0,40,16,19
lncRNA:CR44779,0,0,0,23,19,0
CG14629,328,386,2,274,816,59
CG3655,244,0,1447,277,175,54
CG14628,0,0,0,0,0,0
eIF4E7,0,0,0,0,0,0
CR34320,0,0,0,0,0,0
CG11378,0,0,0,0,0,0
CG11384,0,0,0,0,0,0
CG11379,0,0,0,0,0,0
CG14627,0,0,0,0,0,0
CG14626,0,0,0,0,0,0
CG11380,0,0,0,0,0,0
CG14625,0,0,0,0,0,0
CG11381,0,0,0,0,0,0
CG14624,0,0,0,0,0,0
CG11382,0,0,0,0,0,0
CG11398,994,0,1828,132,71,93
CG3638,1,0,774,121,180,73
CG11403,0,0,0,1,42,0
Atf3,245,193,1,11,48,9
CG32812,0,0,0,0,0,0
DAAM,0,0,0,8,13,9
CG32811,0,0,0,0,0,0
lncRNA:CR46248,0,0,0,0,0,0
fs(1)N,0,0,0,0,0,0
CG11409,0,0,0,0,0,0
Naa30A,1745,1,1736,774,892,373
MTPAP,0,0,0,89,58,65
Tsp2A,0,0,0,14,16,2
CG12773,1,0,0,35,367,222
CG11417,400,608,0,121,58,44
png,0,0,0,85,16,0
CG14770,0,0,0,0,3,0
ssx,0,1,1,205,232,145
mir-4961,0,0,0,0,0,0
AMPKalpha,134,0,0,115,269,162
CG3719,151,308,0,18,66,92
CG32813,0,0,0,0,1,43
Rilpl,10,2,1,207,287,170
futsch,3,0,0,0,3,0
Gr2a,0,0,0,0,0,0
CG14785,0,0,0,0,0,2
Lrpprc2,0,0,0,22,44,23
CG14787,0,0,87,0,0,0
Ns3,422,643,883,203,391,186
O-fut2,297,0,0,0,12,22
CG14777,32,354,0,167,74,68
CG14778,0,0,0,0,1,8
CG32808,0,0,1,133,4,162
pck,2939,1713,1097,2448,1917,1042
CG14780,0,0,0,0,0,0
Rab27,0,0,0,0,1,0
mei-38,258,0,0,8,0,3
rush,314,0,0,339,433,255
sta,2488,6236,2763,1856,1262,856
snoRNA:M,0,0,0,0,0,0
snoRNA:Me28S-G980,0,0,0,0,0,0
inc,697,155,2,899,822,647
Nmdar2,0,0,0,0,0,0
CG14795,0,0,0,0,0,0
Mur2B,0,0,0,0,0,0
snmRNA:400,0,0,0,0,0,0
br,562,754,2364,460,1009,870
dor,562,0,0,300,198,16
CG3740,202,372,17,36,55,25
hfw,7,0,0,109,239,522
CG32809,0,0,0,0,0,19
CG14797,0,0,0,0,0,0
b6,0,0,0,0,0,0
CR14798,0,0,0,0,0,0
a6,0,0,0,44,25,15
CG3795,0,0,0,0,0,0
Scgdelta,0,2,0,1,0,0
prage,2,0,0,13,53,27
Adar,2,27,0,225,228,188
mir-981,0,0,0,0,0,0
CG32806,0,0,0,0,0,0
CG14810,0,0,0,0,0,0
CG14811,0,0,0,0,0,0
CG14812,360,597,160,538,551,312
deltaCOP,1702,4112,3,1348,2484,1302
CG14814,0,0,0,0,0,0
MED18,425,0,1986,207,305,93
Pex5,230,0,0,39,113,34
CG14803,60,0,0,1,4,0
Pgam5,2705,68,0,644,552,294
Vps26,1045,2,104,344,506,380
CG14817,634,880,719,162,279,195
CG14805,156,0,1197,199,481,162
CG14818,328,218,514,118,166,64
CG14806,367,210,765,149,206,144
trr,0,0,0,0,0,16
mRpL16,561,896,254,256,458,489
arm,164,1347,1172,599,1881,828
CG32803,54,0,0,80,56,14
asRNA:CR45929,0,0,0,0,0,0
asRNA:CR43864,0,0,0,0,0,0
CG32801,0,0,0,0,0,0
Edem1,0,0,1,70,560,111
mip130,12,15,1,29,102,78
Rbcn-3B,88,1,0,0,120,51
eIF2Bepsilon,1253,831,0,746,515,477
Ocrl,0,2,0,25,217,24
CG11596,78,1492,1009,471,335,229
CG3857,0,0,0,39,55,23
CG3587,662,429,0,207,100,181
Hr4,4,2,1,1206,1046,1119
PIG-K,465,283,1569,517,490,166
lncRNA:CR45478,0,0,0,0,0,0
mir-2496,0,0,0,0,0,0
east,3,2,1359,87,256,47
Actn,0,3,1122,470,815,293
mir-4954,0,0,0,0,6,14
usp,112,4,1,563,364,274
CG4313,0,0,0,67,17,23
CG4325,0,0,0,0,10,9
moody,1,0,1,34,218,55
Sik2,0,0,0,0,0,0
asRNA:CR44896,0,0,0,0,0,0
CG4281,0,0,0,12,191,39
CG14054,0,0,0,0,0,0
asRNA:CR44381,3,10,2,3,0,0
CG4199,775,1022,2,163,125,9
CG4194,0,0,0,0,0,0
asRNA:CR44382,0,0,0,0,3,0
Rtca,265,48,0,146,226,64
CG4045,987,1105,3006,174,301,169
CG4025,1,0,496,375,304,148
CG16903,10,154,2,413,556,74
Unc-76,313,3,4,798,2174,396
csw,7,0,0,127,246,76
snoRNA:Me18S-C1024,0,0,0,0,0,0
ph-d,1,0,0,39,0,18
ph-p,0,86,82,16,37,117
D2hgdh,0,0,0,0,0,5
Pgd,124,351,0,213,273,192
bcn92,730,358,201,327,443,275
wapl,0,0,1,60,11,21
Cyp4d1,0,599,1357,22,20,0
CG3630,0,1,0,14,19,0
mir-3641,0,0,0,0,0,0
ND-B14.5A,727,2809,1709,178,290,138
Cyp4d14,0,0,0,0,0,0
asRNA:CR45479,0,0,0,0,0,0
asRNA:CR44690,0,9,0,0,2,2
Cyp4d2,0,0,0,0,0,0
Cyp4ae1,0,0,0,4,0,0
pn,0,0,0,105,48,59
Nmd3,1547,1197,6,62,728,256
CG17776,502,759,571,277,319,272
CG17777,0,0,0,0,0,5
CG3457,0,0,0,2,15,0
Mct1,0,0,0,0,1,0
CG14053,0,0,0,0,0,0
asRNA:CR43637,0,0,0,0,0,0
FarO,0,0,0,0,77,0
SmydA-8,0,0,0,0,2,0
Vinc,324,93,0,152,450,129
CG14052,0,0,0,0,0,0
pcx,0,0,0,2,46,169
kz,0,0,0,0,68,13
fs(1)K10,0,5,3,0,80,23
Or2a,0,0,0,0,0,0
crn,644,59,0,181,69,10
CG3191,473,437,1,80,45,20
CG3091,0,0,0,0,0,0
CG3078,0,0,0,0,0,0
temp,0,0,0,82,79,5
CG3071,640,1,77,77,236,119
CG2924,82,7,0,256,473,340
lncRNA:CR45480,0,1,0,0,22,9
CG2918,529,510,0,1564,3430,1219
Vml,0,0,0,0,0,0
CG2865,33,0,0,33,19,9
Raf,0,83,0,139,166,171
lncRNA:CR34052,0,0,0,0,0,0
CG14050,0,0,0,12,12,8
CG2854,0,0,0,0,0,0
lncRNA:CR33218,0,0,0,0,0,0
Ilp6,0,244,0,25,17,3
mRpL14,498,1120,1561,395,520,283
CG2841,68,279,0,9,11,0
PsGEF,0,0,0,1,0,0
CG12496,0,0,0,0,0,0
CG32797,0,0,0,0,0,0
gt,0,0,0,0,0,0
tko,2035,2579,2268,551,702,508
boi,0,38,0,0,4,56
z,0,53,0,178,135,16
trol,228,1706,563,729,548,338
mir-4955,0,0,0,0,0,0
Pdfr,0,0,0,0,0,0
Vha36-3,0,0,0,0,0,0
AANATL7,0,0,0,0,0,0
CG13760,0,0,1,0,41,57
wds,692,3,23,273,132,75
egh,71,391,42,36,161,48
Klp3A,1,0,0,0,35,0
Zw10,24,555,0,194,332,316
Smyd3,464,173,0,238,87,47
eIF3g1,1398,1237,929,1107,924,643
Tsp3A,424,1,43,293,434,191
Seipin,0,0,1,390,106,74
brv3,0,0,0,28,118,28
PI4KIIIalpha,0,0,0,0,102,14
sgg,458,172,20,802,366,271
lncRNA:CR45197,0,0,0,0,0,0
HLH3B,0,0,0,0,0,0
CG2652,0,0,0,0,0,0
lncRNA:CR44470,0,0,0,0,0,0
per,0,0,0,0,2,28
CG2650,0,0,0,0,10,0
Spg7,0,0,2,10,89,85
CG2662,0,305,0,70,12,0
Ugalt,1,810,0,569,333,295
eIF2Bbeta,1089,1436,1425,1097,833,667
CG2680,0,0,0,0,0,0
CG2681,0,0,0,0,0,0
CG2685,2,0,0,8,93,62
CG2694,0,0,1,10,93,42
CG2701,0,0,0,41,278,71
fs(1)Yb,0,0,0,0,0,0
fs(1)Ya,0,0,0,0,0,0
vilya,0,0,0,0,0,0
dwg,421,0,0,60,139,57
ttm50,687,177,0,105,142,105
CG2712,7,0,0,68,4,1
crm,0,0,0,0,1,0
Syx4,1,0,1585,61,1,4
kirre,62,140,0,57,45,23
lncRNA:CR43494,0,0,0,0,0,0
CG32795,946,553,144,317,307,200
w,101,0,2,307,531,165
CG12498,0,0,0,0,0,0
CG14416,0,0,0,0,0,0
CG14417,0,0,0,0,0,0
CG14418,0,0,0,0,0,0
CG14419,0,0,0,0,0,0
CG3526,0,0,0,0,0,0
CG3588,0,0,0,0,0,0
CG14424,0,0,0,0,0,0
CG32793,0,0,0,0,0,0
CG3592,0,0,0,0,1,0
CG3598,0,0,0,0,0,0
CG14420,0,0,0,0,0,0
CG14421,0,0,0,0,0,0
CG14422,0,0,0,0,0,0
CG14423,0,0,0,0,0,0
CG17959,0,0,0,0,0,0
CG3603,289,861,0,320,349,198
rst,58,0,0,24,3,4
CG4116,0,0,0,0,0,0
N,861,594,869,820,938,498
CG18508,0,0,359,199,260,117
Fcp3C,0,0,0,29,0,13
CG3939,1232,745,1642,684,806,492
dnc,298,313,553,24,44,12
CG14265,0,0,0,0,0,0
ng2,0,0,0,0,0,0
ng3,0,0,0,0,0,0
ng1,0,0,0,0,0,0
ng4,0,0,0,0,0,0
Pig1,97,0,0,0,0,0
Sgs4,1508,0,3,0,4,0
lncRNA:CR44886,0,0,0,0,0,0
CG10793,0,0,0,0,0,0
lncRNA:CR46243,0,0,0,0,0,0
lncRNA:CR44999,0,0,0,0,0,0
Myc,429,866,26,62,282,174
CG12535,0,0,0,0,3,0
tRNA:Gln-TTG-2-1,0,0,0,0,0,0
CG14269,0,0,0,0,0,0
CG16782,0,0,0,0,0,0
CG10801,0,0,0,0,0,0
CG16781,0,0,0,0,0,0
CG12206,484,1063,0,105,24,0
CG10804,0,0,0,0,0,0
CG10802,1,0,1,27,176,0
CG14270,1245,1547,2168,517,697,327
CG10803,716,679,1,309,471,168
Gas8,0,0,0,0,0,0
DIP-alpha,0,0,0,1,1,0
CG13021,0,0,0,0,0,0
lncRNA:CR34335,23481,107497,38815,16334,35792,15433
ppk8,0,0,0,0,0,0
CG2875,359,0,2,141,74,110
AstA-R1,0,0,0,0,14,0
Ilp7,0,0,0,117,34,0
Parg,1,0,0,125,58,110
Mnt,0,0,1,127,136,180
lncRNA:CR45102,0,0,0,32,150,60
Rala,373,7,1,858,1172,357
Tlk,166,8,710,295,344,196
mir-4962,0,0,0,0,0,0
HIP-R,1458,306,1022,1339,447,434
lncRNA:CR44117,0,0,0,0,0,0
Crg-1,0,0,0,0,0,0
CR42499,0,0,0,0,0,0
CR33221,0,0,0,0,0,0
HIP,2736,1217,2913,3106,977,774
lncRNA:CR44118,0,0,0,0,0,0
fd3F,0,0,0,0,0,0
ec,67,1,1,35,22,21
tRNA:Gln-CTG-2-1,0,0,0,0,0,0
tRNA:Pro-CGG-3-1,0,0,0,0,0,0
CG2901,0,0,0,0,0,0
lncRNA:roX1,2239,766,2,0,155,67
yin,0,0,0,0,0,0
CG2930,0,0,0,74,188,88
VhaAC39-1,7068,4191,3477,4965,2461,1444
CG15239,0,0,0,98,25,0
CG42541,0,0,0,0,12,0
CG2938,0,0,0,194,713,202
Glos,0,340,0,0,73,54
Gem4b,0,0,0,0,1,0
Gem4c,0,0,0,0,0,0
Vap33,1485,1036,1786,1975,1419,932
lva,0,0,0,122,261,47
CG6428,0,38,0,142,65,98
CG6414,0,0,0,0,0,0
asRNA:CR45481,0,0,0,0,0,0
lncRNA:CR43298,0,0,0,0,0,0
lncRNA:CR45482,0,0,0,0,0,0
lncRNA:CR46247,0,0,0,0,0,0
lncRNA:CR46349,0,0,0,0,0,0
CG43689,0,0,0,0,0,0
CG6379,0,1,0,169,181,171
CG15375,0,0,0,0,0,0
Xpac,97,0,1,127,108,61
brn,311,330,626,126,107,152
cib,18348,9224,11172,31441,36292,18280
Nsun2,269,1,0,102,525,119
dgt4,128,164,388,0,8,9
Tip60,0,674,0,132,296,31
tyf,425,96,0,255,227,172
GlcAT-I,0,0,0,134,181,135
Fas2,858,629,114,1629,3591,1918
CG43288,0,0,0,0,0,0
CG15571,0,0,0,0,0,0
CG15570,0,0,0,0,0,0
Femcoat,0,0,0,0,0,0
Muc4B,0,0,0,0,0,0
CG43134,0,0,0,0,0,0
CG43135,0,0,0,0,0,0
CG15576,0,0,0,0,0,0
CG12691,0,0,0,0,0,0
CG15572,0,0,0,0,0,0
lncRNA:CR45483,0,0,0,0,0,0
CG15577,0,0,0,0,0,0
CG15578,0,0,0,0,0,0
CG12692,0,0,0,0,0,0
CG15579,0,0,0,0,0,0
lncRNA:CR44957,0,0,0,0,0,0
lncRNA:CR46156,0,0,0,0,0,0
mei-9,1,0,0,0,11,0
NO66,0,5,0,297,519,642
mRpL33,139,124,247,139,140,109
norpA,201,0,2339,34,85,41
CG12693,0,0,0,0,0,0
mir-982,0,0,0,0,0,0
mir-303,0,0,0,0,0,0
CG3626,221,0,0,76,175,114
mir-983-1,0,0,0,0,0,0
mir-983-2,0,0,0,0,0,0
mir-984,0,0,0,0,0,0
asRNA:CR43614,0,0,0,0,0,0
lncRNA:CR45484,0,0,0,0,0,0
CG12688,0,0,0,0,0,0
lncRNA:CR32773,0,0,0,0,0,0
bi,222,893,1,61,123,3
CG3556,0,0,0,0,0,0
rb,0,3,16,17,207,64
CHOp24,3202,4895,962,3991,4292,2269
CG3568,0,1,0,74,151,54
Usf,1,441,0,62,203,69
CG15912,0,238,0,0,10,8
CG11436,292,132,2,96,152,126
CG3527,2198,956,4380,891,588,283
CG11444,3193,3987,2939,3092,2226,1758
CG3546,0,0,0,0,0,0
CG12684,0,0,0,0,0,0
peb,882,104,263,310,346,262
CG12184,0,0,0,0,0,0
CG12179,0,0,0,0,0,0
pon,0,0,0,0,0,0
CG3081,0,0,0,0,0,0
CG3062,0,0,0,0,0,0
HLH4C,0,0,0,0,0,0
mRpL30,859,661,440,483,376,155
Torsin,1399,2572,1797,746,1784,794
Cbp80,136,4,0,210,519,362
CG15473,0,0,0,0,0,2
CG3009,0,0,0,12,0,0
fzr,316,1015,2760,1283,1207,1555
Pp2C1,213,0,0,64,74,10
ctp,2709,1194,2078,2997,3098,1652
Pdha,1274,0,66,1087,901,403
CG7024,0,0,0,0,0,0
Proc-R,0,0,0,0,0,0
CG15472,0,0,0,0,0,0
Klf15,0,0,0,0,0,0
lncRNA:CR45515,0,0,0,0,0,0
CG2871,0,0,0,0,0,0
CG15471,0,0,0,0,0,0
CG6978,0,0,0,0,0,0
CG2861,0,0,0,0,0,0
lncRNA:CR45516,0,0,0,0,0,0
CG12682,0,0,0,0,0,0
CG42594,0,0,0,0,0,0
lncRNA:CR43495,0,0,0,0,0,0
boil,0,0,0,0,0,0
CG6927,0,0,0,0,0,0
CG32772,0,40,1,71,100,56
CG4041,0,228,0,193,167,40
CG6903,292,17,0,315,195,57
hpRNA:CR46342,6,0,8,3,8,4
CG44774,147,203,0,117,93,50
Ptp4E,0,39,0,159,24,64
lncRNA:CR44833,27,0,242,0,5,0
CG15468,0,0,0,0,0,0
lncRNA:CR45792,0,0,0,0,0,0
CG12680,0,0,0,0,0,0
ovo,13,552,576,266,349,260
CG32767,37,6,0,112,128,56
rg,0,0,0,0,0,0
CG15465,0,0,0,0,0,0
Rpn13R,0,0,0,0,0,0
CG5062,0,0,0,0,0,0
lncRNA:CR44834,0,0,0,0,0,0
CG42749,1,0,0,378,1388,386
CG3323,0,0,0,0,49,0
CG17764,0,0,0,0,0,0
Cdk7,0,7,1913,225,131,146
snf,550,1177,563,649,558,473
TrxT,0,0,0,0,0,0
dhd,0,0,0,0,0,0
CG4198,0,0,0,0,0,0
CG15930,0,0,0,0,0,0
Sas10,441,166,56,117,92,44
Rnp4F,0,0,1,2,399,72
Mcm3,0,0,0,0,221,18
CG3309,0,0,0,174,54,36
XRCC1,0,65,0,140,20,14
CanB,0,0,0,0,0,0
SK,0,0,0,0,0,0
NAAT1,0,0,0,0,0,5
spoon,1398,2173,2,533,1069,1026
Usp16-45,0,0,1,141,202,93
CG16756,0,0,0,0,0,0
lncRNA:CR45517,0,0,0,0,0,19
CG15784,0,0,0,31,56,57
lncRNA:CR44471,0,0,0,0,0,0
SPR,0,0,0,0,0,0
frma,0,0,0,0,0,0
CG32762,0,0,0,7,2,0
CG4151,0,0,0,0,0,0
lncRNA:CR45519,0,0,0,0,0,0
CG12730,1240,1244,3773,1056,1024,1011
asRNA:CR45518,0,0,0,0,0,0
snoRNA:Psi28S-3342,0,3,0,1,1,0
Vsx2,0,0,0,0,0,0
Vsx1,0,0,0,0,0,0
CG34435,0,0,0,0,0,0
CG34434,0,0,0,0,0,0
RhoGAP5A,133,21,58,111,35,8
Mlc-c,3516,4894,2123,5033,7437,3690
mir-3645,0,1,0,0,0,0
l(1)G0045,0,0,0,2,25,5
OtopLa,0,0,0,0,0,0
OtopLc,0,0,0,0,0,0
asRNA:CR45520,0,0,0,0,0,0
Sirt4,4,72,0,56,18,4
CG4119,2,10,0,39,161,66
Rab18,297,931,972,339,638,186
RpL35,3109,3598,2951,1856,2227,1222
Tre1,0,0,2,214,488,118
Gr5a,0,0,0,0,0,0
asRNA:CR44958,0,0,0,0,0,0
CG42449,0,0,0,0,0,0
PGAP1,0,0,0,0,0,110
asRNA:CR45525,0,0,0,0,0,0
cv,555,388,406,489,292,178
CG3149,247,0,0,1,221,168
lncRNA:CR42794,0,0,114,0,0,0
AdamTS-B,76,6,0,17,6,47
CG33080,0,0,0,18,11,0
Snx27,18,0,0,126,131,43
CG15773,0,0,0,0,0,0
IntS6,0,0,0,55,124,57
CG4078,0,0,0,0,11,28
CG15772,0,0,0,0,0,5
lin-52,596,273,184,154,217,96
asRNA:CR45528,0,0,0,1,0,0
CG15771,4,0,0,0,15,14
MAPk-Ak2,346,225,499,1482,1750,1066
CG42699,0,0,0,40,28,68
CG3097,0,1,0,0,0,17
CG42264,0,0,0,0,0,0
CG3108,0,0,0,0,0,0
CG15767,0,0,0,0,0,0
mir-4963,0,0,0,0,0,0
lncRNA:CR44832,0,0,0,0,0,0
CG12239,0,0,0,0,0,0
Cpr5C,0,0,0,0,0,0
Prosbeta2R1,0,0,0,0,0,0
lncRNA:CR45529,0,0,0,0,0,0
CG44329,0,0,0,0,0,0
AgmNAT,136,0,0,0,0,0
CG15765,0,0,0,0,0,0
lncRNA:CR43264,195,762,689,192,849,455
tRNA:Glu-CTC-6-1Psi,0,0,0,0,0,0
CG12729,0,0,0,0,0,0
CG43136,0,0,0,0,0,0
CG43137,0,0,0,0,0,0
CG15764,0,0,0,0,0,0
GAA1,446,895,426,575,766,557
mof,0,423,0,191,46,18
Usp30,324,0,0,313,185,171
CG16721,775,1,0,589,873,588
lncRNA:CR45668,0,0,0,7,0,0
Act5C,55294,44571,56928,68371,98263,58439
CG4020,0,0,0,58,66,0
CG12236,15,0,0,174,88,61
Shmt,1109,1603,1,326,387,253
asRNA:CR44108,0,0,0,0,0,0
CG3726,0,0,1,46,71,23
CG12728,29,12,36,8,46,32
CG32756,318,3,0,9,60,99
CG6041,126,0,0,1,35,18
CG32755,0,0,0,0,0,0
CG6048,0,0,0,0,0,0
CG6067,0,0,0,0,0,0
fs(1)M3,0,0,0,0,0,0
Grip,0,0,0,1,20,0
CG5966,0,0,2,0,95,0
CG4766,0,0,0,420,424,207
lncRNA:CR44498,0,0,0,0,16,0
mab-21,0,3639,4,1268,1022,259
lncRNA:CR44499,0,0,0,0,0,0
rux,125,0,0,106,108,55
MCTS1,1045,477,290,700,872,453
CG5937,0,0,0,0,0,0
CG5921,0,0,0,0,5,0
CG43115,0,0,0,0,0,0
CG5928,0,0,0,0,0,0
Tsp5D,0,0,0,0,0,0
CG4666,76,0,0,48,41,0
CG4660,0,0,0,0,0,0
raptor,0,0,0,0,1,4
Mipp2,0,0,0,0,8,0
asRNA:CR44959,0,0,0,0,0,0
Nep1,0,0,0,0,12,0
Ca-alpha1T,0,0,0,0,0,0
CG32750,0,0,0,0,0,0
CG32751,0,0,0,0,0,0
CG43090,0,0,0,0,0,0
vanin-like,0,0,0,0,0,0
Btnd,0,0,0,0,0,0
Efr,1,61,1,2,53,98
sqh,4940,4415,3410,9185,11070,5114
dtn,4,0,0,3,106,23
CG14445,0,0,0,0,0,0
Rbcn-3A,578,2,0,30,103,106
Spx,347,0,0,355,221,125
schlank,736,144,28,419,760,380
CG3781,0,0,0,9,35,39
Spt6,118,0,1,32,205,33
CG3566,1579,3513,4028,556,1150,542
Ubi-p5E,571,948,756,1213,1857,838
lncRNA:CR45530,0,0,0,0,9,4
CR32745,0,0,0,0,13,9
CG11700,0,0,1,0,6,3
Top3beta,0,1,0,294,459,106
wuho,67,0,374,142,127,85
Rpt4,2135,639,2538,4036,3564,1910
mldr,0,0,0,132,48,45
CG15892,0,0,0,0,0,0
CG15891,243,676,705,130,336,135
CG3815,0,0,0,146,16,46
CG12219,207,0,0,125,92,87
CG3823,817,601,1354,796,956,221
CG15894,0,0,0,0,0,0
CG42240,8,0,1,156,147,93
CG3842,0,0,1,1,38,1
CG3847,349,933,1,107,401,254
ND-B16.6,1178,2065,916,1121,1214,596
kdn,3,2550,1925,546,771,620
swaPsi,0,0,0,0,0,0
swa,0,0,0,0,0,0
Marf,19,18,0,191,245,117
lncRNA:CR44816,0,0,0,0,17,4
PpV,1662,225,1991,1353,1798,990
CG33664,0,0,0,0,0,0
CG33669,0,0,0,0,0,0
CG33668,0,0,0,0,0,0
CG42340,0,0,0,0,9,2
CG33667,0,0,0,0,0,0
CG33666,0,0,0,0,0,0
CG33665,0,0,0,0,0,0
tRNA:Phe-GAA-1-1,0,0,0,0,0,0
CG3918,209,825,163,270,304,148
CG3342,164,0,0,261,289,83
Spat,0,186,0,1,8,0
RpL7A,3675,2611,4047,2338,2303,1255
snoRNA:Or-CD10,0,0,0,0,0,0
dx,3,0,0,9,232,97
CG34417,466,723,126,119,552,481
CG17717,0,0,0,3,0,0
Pat1,567,722,1,37,195,24
lncRNA:CR43832,0,0,0,0,0,0
APC7,0,0,0,0,0,0
pigs,47,1,462,659,726,346
CG14443,0,0,0,0,0,0
lncRNA:CR44817,0,0,0,0,1,3
CG3226,1568,469,747,591,476,284
Cdc7,0,0,0,138,255,72
CG3224,352,564,1208,196,347,193
Ctr1A,0,0,0,244,129,226
CG3198,683,51,0,444,501,298
Mcm6,127,0,0,125,199,48
ND-ASHI,1919,529,1840,903,827,640
Fum1,2278,3342,4030,2922,2443,1283
Fum2,0,0,0,0,0,0
Pink1,269,291,8,224,537,178
CG44303,0,0,0,0,5,0
CG3184,245,0,374,0,24,28
CG14442,255,825,143,157,190,131
CG14440,0,0,0,136,50,74
CG14441,0,0,0,14,70,1
CG3168,0,0,0,25,74,4
lncRNA:CR43461,0,0,94,76,158,32
RpL17,3036,3453,1556,948,815,539
snoRNA:Psi28S-3436b,0,0,0,0,0,0
snoRNA:Psi28S-3436a,0,0,0,0,0,0
snoRNA:Psi28S-1060,0,0,0,0,0,0
snoRNA:Psi28S-1232,0,0,0,0,5,0
tRNA:Phe-GAA-1-2,0,0,0,0,0,0
lncRNA:CR44895,0,0,0,0,0,0
lncRNA:CR44964,0,0,0,1,0,0
CG14439,0,0,0,0,11,0
sov,1,434,0,180,389,139
lncRNA:CR43496,496,2061,2,429,846,306
Coq7,607,1293,1843,794,528,417
shf,41,0,1,7,8,24
C3G,101,44,1,31,34,69
pod1,582,0,2,133,981,756
iav,0,0,0,0,0,0
Nf-YC,0,0,0,49,80,54
xit,0,272,0,406,234,23
Atx-1,0,0,0,0,9,4
nonC,0,0,0,63,9,41
mAChR-C,0,0,0,0,0,0
CG14435,0,7,1,93,119,24
CG4557,0,0,0,0,148,29
Cht11,0,742,0,171,243,138
CG4558,0,653,240,192,154,138
CG14434,1400,3849,3207,404,350,228
lncRNA:CR45531,0,0,0,15,0,0
CG43736,2,12,2,24,201,53
CG14431,0,0,0,0,0,0
CR4575,0,0,0,0,0,0
CR32733,0,0,0,0,0,0
Setd3,269,371,0,16,54,26
CG4586,241,4,2,1378,2008,1240
CG3040,176,22,278,274,211,79
ogre,1631,1173,163,4500,4692,1789
lncRNA:CR44084,0,0,0,0,0,0
bou,2506,2872,5956,1524,1920,1027
Inx7,0,0,0,0,33,17
lncRNA:CR43837,0,0,0,0,19,0
Inx2,1748,1665,1901,6092,4707,2191
cm,659,9,135,895,1382,575
CG32736,0,0,0,0,0,0
CG42308,0,0,0,0,0,0
CG3032,0,0,89,65,25,40
CG4593,1042,2145,1294,685,809,500
CG12541,0,0,0,0,0,0
CG14427,0,0,0,0,0,0
nullo,0,0,0,0,0,0
CG4607,4,0,0,0,54,17
Sxl,755,575,789,611,1072,692
